order_sk,order_id,date_id,channel_sk,store_sk,customer_sk,billing_location_sk,shipping_location_sk,status,subtotal,tax_amount,shipping_fee,total_amount
8336,1000008335,20241108,1,,189,542,1909,FULFILLED,22800.0,4788.0,0.0,27588.0
8337,1000008336,20240722,1,,14,287,136,FULFILLED,55200.0,11592.0,900.0,67692.0
8338,1000008337,20240217,1,,1375,,2693,FULFILLED,16170.0,3395.7,1200.0,20765.7
8339,1000008338,20240315,1,,534,,2129,FULFILLED,25872.0,5433.12,1200.0,32505.12
8340,1000008339,20240522,1,,28,2620,2498,PAID,11760.0,2469.6,1200.0,15429.6
8341,1000008340,20250516,1,,819,1805,489,FULFILLED,51840.0,10886.4,900.0,63626.4
8342,1000008341,20250822,2,3,7,2153,3,FULFILLED,38808.0,8149.68,0.0,46957.68
8343,1000008342,20250728,1,,450,,806,FULFILLED,24000.0,5040.0,1200.0,30240.0
8344,1000008343,20241019,2,1,739,697,1,FULFILLED,14700.0,3087.0,0.0,17787.0
8345,1000008344,20240429,1,,1078,519,1056,PAID,35280.0,7408.8,1200.0,43888.8
8346,1000008345,20250309,2,2,1342,1991,2,PAID,61275.0,12867.75,0.0,74142.75
8347,1000008346,20240120,1,,971,1097,466,FULFILLED,71280.0,14968.8,0.0,86248.8
8348,1000008347,20250314,2,1,526,,1,PAID,35640.0,7484.4,0.0,43124.4
8349,1000008348,20241113,1,,248,2738,3108,FULFILLED,67500.0,14175.0,1500.0,83175.0
8350,1000008349,20250125,1,,1045,2096,1592,FULFILLED,10800.0,2268.0,900.0,13968.0
8351,1000008350,20250129,1,,1257,3032,2806,FULFILLED,62475.0,13119.75,1200.0,76794.75
8352,1000008351,20250324,1,,586,1719,2040,FULFILLED,65400.0,13734.0,900.0,80034.0
8353,1000008352,20241213,2,4,1101,2727,4,PAID,10800.0,2268.0,0.0,13068.0
8354,1000008353,20240930,1,,136,,1689,FULFILLED,29160.0,6123.6,900.0,36183.6
8355,1000008354,20240228,1,,426,2050,2274,FULFILLED,37620.0,7900.2,900.0,46420.2
8356,1000008355,20240224,2,3,807,1523,3,FULFILLED,34020.0,7144.2,0.0,41164.2
8357,1000008356,20250130,1,,821,893,852,FULFILLED,28035.0,5887.35,900.0,34822.35
8358,1000008357,20250129,2,3,205,3129,3,FULFILLED,23940.0,5027.4,0.0,28967.4
8359,1000008358,20250330,2,4,806,3034,4,FULFILLED,32400.0,6804.0,0.0,39204.0
8360,1000008359,20250418,1,,1295,2374,232,FULFILLED,28686.0,6024.06,900.0,35610.06
8361,1000008360,20240519,1,,924,964,1893,PAID,11400.0,2394.0,1500.0,15294.0
8362,1000008361,20250414,2,3,1359,417,3,PAID,23100.0,4851.0,0.0,27951.0
8363,1000008362,20250720,2,4,901,32,4,PAID,14700.0,3087.0,0.0,17787.0
8364,1000008363,20250309,1,,1060,526,1292,FULFILLED,46650.0,9796.5,1200.0,57646.5
8365,1000008364,20240613,2,1,138,2921,1,FULFILLED,60750.0,12757.5,0.0,73507.5
8366,1000008365,20241103,2,4,1346,419,4,CANCELLED,36696.0,7706.16,0.0,44402.16
8367,1000008366,20250203,1,,1142,1659,2094,FULFILLED,12000.0,2520.0,900.0,15420.0
8368,1000008367,20250301,1,,499,2060,1976,FULFILLED,34200.0,7182.0,1200.0,42582.0
8369,1000008368,20240523,2,1,1313,1260,1,FULFILLED,27000.0,5670.0,0.0,32670.0
8370,1000008369,20250830,2,4,1295,2454,4,FULFILLED,84510.0,17747.1,0.0,102257.1
8371,1000008370,20241102,1,,703,2454,3102,FULFILLED,32340.0,6791.4,1200.0,40331.4
8372,1000008371,20240607,2,4,302,2857,4,FULFILLED,44100.0,9261.0,0.0,53361.0
8373,1000008372,20250530,2,1,381,1556,1,FULFILLED,33000.0,6930.0,0.0,39930.0
8374,1000008373,20240114,1,,501,2746,2771,FULFILLED,23520.0,4939.2,0.0,28459.2
8375,1000008374,20250708,2,2,280,552,2,FULFILLED,32400.0,6804.0,0.0,39204.0
8376,1000008375,20240218,2,3,189,642,3,FULFILLED,53550.0,11245.5,0.0,64795.5
8377,1000008376,20240809,1,,1301,1770,1846,PAID,24000.0,5040.0,1200.0,30240.0
8378,1000008377,20250220,1,,889,3041,185,FULFILLED,12000.0,2520.0,0.0,14520.0
8379,1000008378,20241109,1,,1102,39,2752,PAID,57372.0,12048.12,1500.0,70920.12
8380,1000008379,20250514,2,1,1378,115,1,FULFILLED,34800.0,7308.0,0.0,42108.0
8381,1000008380,20240619,2,4,78,,4,FULFILLED,50220.0,10546.2,0.0,60766.2
8382,1000008381,20250412,1,,452,2357,70,FULFILLED,34200.0,7182.0,900.0,42282.0
8383,1000008382,20240707,1,,1229,146,78,CANCELLED,13200.0,2772.0,1200.0,17172.0
8384,1000008383,20250605,2,1,1124,3075,1,FULFILLED,22800.0,4788.0,0.0,27588.0
8385,1000008384,20240718,1,,450,238,593,FULFILLED,66900.0,14049.0,1200.0,82149.0
8386,1000008385,20240122,1,,877,2176,1607,CANCELLED,13500.0,2835.0,1200.0,17535.0
8387,1000008386,20250902,2,1,1409,1620,1,CANCELLED,10800.0,2268.0,0.0,13068.0
8388,1000008387,20240322,2,1,113,2728,1,FULFILLED,20520.0,4309.2,0.0,24829.2
8389,1000008388,20241223,2,1,1393,611,1,FULFILLED,11400.0,2394.0,0.0,13794.0
8390,1000008389,20250101,2,2,1185,1731,2,FULFILLED,44100.0,9261.0,0.0,53361.0
8391,1000008390,20250918,2,3,672,1793,3,FULFILLED,44100.0,9261.0,0.0,53361.0
8392,1000008391,20240605,1,,1313,1339,1573,PAID,32340.0,6791.4,0.0,39131.4
8393,1000008392,20250109,1,,311,645,2510,PAID,54000.0,11340.0,1200.0,66540.0
8394,1000008393,20241130,1,,1221,2584,2409,FULFILLED,14700.0,3087.0,1200.0,18987.0
8395,1000008394,20250512,1,,954,,172,CANCELLED,27075.0,5685.75,1200.0,33960.75
8396,1000008395,20240628,1,,647,1230,1584,FULFILLED,57000.0,11970.0,0.0,68970.0
8397,1000008396,20240529,1,,1259,806,1820,PAID,14850.0,3118.5,900.0,18868.5
8398,1000008397,20250128,1,,950,1913,2030,FULFILLED,14700.0,3087.0,900.0,18687.0
8399,1000008398,20250925,1,,1223,2330,2504,FULFILLED,34200.0,7182.0,1200.0,42582.0
8400,1000008399,20250928,1,,811,2247,583,FULFILLED,70080.0,14716.8,1200.0,85996.8
8401,1000008400,20240902,2,1,1445,,1,CANCELLED,26460.0,5556.6,0.0,32016.6
8402,1000008401,20240402,1,,397,1415,168,FULFILLED,64200.0,13482.0,1200.0,78882.0
8403,1000008402,20250504,1,,1339,2092,2340,FULFILLED,12936.0,2716.56,1200.0,16852.56
8404,1000008403,20250311,1,,468,1481,2930,PAID,39690.0,8334.9,0.0,48024.9
8405,1000008404,20241216,2,2,140,1182,2,FULFILLED,21600.0,4536.0,0.0,26136.0
8406,1000008405,20250602,1,,1261,909,2222,FULFILLED,29400.0,6174.0,900.0,36474.0
8407,1000008406,20240122,1,,1268,2118,319,FULFILLED,32400.0,6804.0,1200.0,40404.0
8408,1000008407,20250108,2,1,924,1518,1,FULFILLED,52650.0,11056.5,0.0,63706.5
8409,1000008408,20240803,1,,93,,2536,FULFILLED,32400.0,6804.0,900.0,40104.0
8410,1000008409,20250123,1,,1264,2782,1676,CANCELLED,19440.0,4082.4,1200.0,24722.4
8411,1000008410,20250215,1,,1256,873,2604,FULFILLED,62325.0,13088.25,1200.0,76613.25
8412,1000008411,20250714,1,,686,1400,1222,FULFILLED,13500.0,2835.0,1200.0,17535.0
8413,1000008412,20240427,1,,1359,2427,2445,PAID,22800.0,4788.0,1500.0,29088.0
8414,1000008413,20250514,2,1,1199,713,1,PAID,22800.0,4788.0,0.0,27588.0
8415,1000008414,20240320,2,1,260,1540,1,FULFILLED,24000.0,5040.0,0.0,29040.0
8416,1000008415,20250425,1,,210,1751,105,FULFILLED,13230.0,2778.3,1500.0,17508.3
8417,1000008416,20241106,1,,155,345,1089,FULFILLED,35280.0,7408.8,1200.0,43888.8
8418,1000008417,20240116,1,,695,2726,2530,PAID,51000.0,10710.0,1200.0,62910.0
8419,1000008418,20241105,1,,81,543,2525,FULFILLED,47250.0,9922.5,900.0,58072.5
8420,1000008419,20240818,1,,819,1694,3007,CANCELLED,37800.0,7938.0,0.0,45738.0
8421,1000008420,20241203,1,,450,876,757,PAID,44100.0,9261.0,1500.0,54861.0
8422,1000008421,20250612,2,2,1338,1025,2,PAID,44100.0,9261.0,0.0,53361.0
8423,1000008422,20240627,2,4,488,1590,4,PAID,26400.0,5544.0,0.0,31944.0
8424,1000008423,20250421,1,,367,2203,2065,PAID,26220.0,5506.2,1500.0,33226.2
8425,1000008424,20240913,1,,212,2321,674,FULFILLED,34200.0,7182.0,0.0,41382.0
8426,1000008425,20250224,2,1,516,2882,1,FULFILLED,50242.5,10550.92,0.0,60793.42
8427,1000008426,20250110,1,,128,2555,1649,CANCELLED,28350.0,5953.5,900.0,35203.5
8428,1000008427,20240801,2,4,1279,2895,4,PAID,30780.0,6463.8,0.0,37243.8
8429,1000008428,20240507,1,,1377,1118,1962,FULFILLED,23520.0,4939.2,1500.0,29959.2
8430,1000008429,20250629,1,,1323,2229,3122,CANCELLED,26400.0,5544.0,1200.0,33144.0
8431,1000008430,20240920,2,1,1272,66,1,REFUNDED,14250.0,2992.5,0.0,17242.5
8432,1000008431,20240418,1,,866,,1501,FULFILLED,66060.0,13872.6,900.0,80832.6
8433,1000008432,20240730,2,3,442,1402,3,FULFILLED,22680.0,4762.8,0.0,27442.8
8434,1000008433,20240623,1,,159,2972,2300,FULFILLED,50700.0,10647.0,900.0,62247.0
8435,1000008434,20240707,1,,385,1713,55,FULFILLED,89775.0,18852.75,900.0,109527.75
8436,1000008435,20240218,2,1,739,1163,1,FULFILLED,28350.0,5953.5,0.0,34303.5
8437,1000008436,20250619,1,,351,1203,240,CREATED,15000.0,3150.0,0.0,18150.0
8438,1000008437,20250128,1,,1181,2569,3140,CREATED,77100.0,16191.0,1200.0,94491.0
8439,1000008438,20240125,1,,1392,763,2146,FULFILLED,9720.0,2041.2,900.0,12661.2
8440,1000008439,20240423,2,4,1169,2865,4,FULFILLED,67308.0,14134.68,0.0,81442.68
8441,1000008440,20250316,1,,220,2998,1100,FULFILLED,11880.0,2494.8,1200.0,15574.8
8442,1000008441,20240424,1,,748,1976,81,FULFILLED,12000.0,2520.0,900.0,15420.0
8443,1000008442,20250228,2,4,321,1628,4,FULFILLED,32940.0,6917.4,0.0,39857.4
8444,1000008443,20250421,2,1,707,2058,1,FULFILLED,21600.0,4536.0,0.0,26136.0
8445,1000008444,20250811,2,1,1185,1301,1,PAID,27000.0,5670.0,0.0,32670.0
8446,1000008445,20240425,2,2,369,1691,2,FULFILLED,39690.0,8334.9,0.0,48024.9
8447,1000008446,20250414,2,2,685,647,2,FULFILLED,24000.0,5040.0,0.0,29040.0
8448,1000008447,20240717,1,,1244,3045,747,PAID,67620.0,14200.2,1200.0,83020.2
8449,1000008448,20240324,1,,1082,,1355,FULFILLED,76500.0,16065.0,0.0,92565.0
8450,1000008449,20250808,2,4,764,1131,4,FULFILLED,23520.0,4939.2,0.0,28459.2
8451,1000008450,20240628,2,1,1449,29,1,FULFILLED,23520.0,4939.2,0.0,28459.2
8452,1000008451,20250612,1,,670,2427,1920,CANCELLED,43200.0,9072.0,1200.0,53472.0
8453,1000008452,20240212,1,,401,,218,FULFILLED,40500.0,8505.0,1200.0,50205.0
8454,1000008453,20240618,1,,524,2886,3030,PAID,11400.0,2394.0,1500.0,15294.0
8455,1000008454,20250823,1,,676,2859,1388,FULFILLED,11760.0,2469.6,900.0,15129.6
8456,1000008455,20241008,1,,1416,1400,1145,FULFILLED,28500.0,5985.0,1200.0,35685.0
8457,1000008456,20240809,1,,425,1202,1145,FULFILLED,42930.0,9015.3,1200.0,53145.3
8458,1000008457,20240603,1,,1175,1397,1196,PAID,30000.0,6300.0,0.0,36300.0
8459,1000008458,20240204,2,3,59,1285,3,FULFILLED,37230.0,7818.3,0.0,45048.3
8460,1000008459,20240324,1,,1013,1558,360,REFUNDED,12825.0,2693.25,0.0,15518.25
8461,1000008460,20240215,1,,1252,975,587,FULFILLED,47970.0,10073.7,0.0,58043.7
8462,1000008461,20250327,1,,499,2806,600,FULFILLED,71280.0,14968.8,900.0,87148.8
8463,1000008462,20250110,1,,72,,1734,FULFILLED,26436.0,5551.56,0.0,31987.56
8464,1000008463,20240102,1,,1342,969,2335,PAID,28350.0,5953.5,1200.0,35503.5
8465,1000008464,20240828,1,,362,2627,1568,REFUNDED,36000.0,7560.0,1200.0,44760.0
8466,1000008465,20250809,1,,345,1083,2226,FULFILLED,14962.5,3142.12,1200.0,19304.62
8467,1000008466,20240313,2,4,286,2225,4,FULFILLED,27930.0,5865.3,0.0,33795.3
8468,1000008467,20240623,2,1,331,1304,1,FULFILLED,28500.0,5985.0,0.0,34485.0
8469,1000008468,20241025,2,2,1145,2020,2,FULFILLED,12000.0,2520.0,0.0,14520.0
8470,1000008469,20240731,1,,760,93,248,FULFILLED,57264.0,12025.44,1200.0,70489.44
8471,1000008470,20250718,1,,213,1433,654,PAID,34200.0,7182.0,1500.0,42882.0
8472,1000008471,20240715,2,2,843,449,2,PAID,30780.0,6463.8,0.0,37243.8
8473,1000008472,20240606,1,,172,669,1749,FULFILLED,11400.0,2394.0,900.0,14694.0
8474,1000008473,20241103,2,1,1318,,1,PAID,29700.0,6237.0,0.0,35937.0
8475,1000008474,20250625,2,3,764,562,3,PAID,22800.0,4788.0,0.0,27588.0
8476,1000008475,20250508,1,,953,494,1474,PAID,35280.0,7408.8,900.0,43588.8
8477,1000008476,20250202,1,,525,565,593,FULFILLED,38160.0,8013.6,900.0,47073.6
8478,1000008477,20250809,1,,1498,1465,2988,PAID,75510.0,15857.1,1200.0,92567.1
8479,1000008478,20241017,2,2,350,,2,FULFILLED,28500.0,5985.0,0.0,34485.0
8480,1000008479,20250121,1,,66,690,2237,PAID,62625.0,13151.25,0.0,75776.25
8481,1000008480,20241011,1,,1324,3161,191,FULFILLED,24000.0,5040.0,1200.0,30240.0
8482,1000008481,20240817,1,,1338,1234,2303,FULFILLED,27000.0,5670.0,0.0,32670.0
8483,1000008482,20241209,1,,292,2389,2306,PAID,29400.0,6174.0,1200.0,36774.0
8484,1000008483,20250204,1,,1377,2183,1901,FULFILLED,55800.0,11718.0,0.0,67518.0
8485,1000008484,20240905,2,3,3,1949,3,FULFILLED,29400.0,6174.0,0.0,35574.0
8486,1000008485,20250113,1,,748,1660,2571,FULFILLED,47280.0,9928.8,1200.0,58408.8
8487,1000008486,20250321,1,,682,1854,1843,FULFILLED,13230.0,2778.3,1200.0,17208.3
8488,1000008487,20240630,1,,1247,872,1600,CREATED,55800.0,11718.0,900.0,68418.0
8489,1000008488,20240116,1,,738,2985,885,FULFILLED,35280.0,7408.8,1200.0,43888.8
8490,1000008489,20250610,2,4,724,362,4,FULFILLED,34200.0,7182.0,0.0,41382.0
8491,1000008490,20240301,2,2,10,666,2,FULFILLED,45000.0,9450.0,0.0,54450.0
8492,1000008491,20250204,2,2,1259,1565,2,FULFILLED,86820.0,18232.2,0.0,105052.2
8493,1000008492,20240317,2,1,900,3030,1,FULFILLED,15000.0,3150.0,0.0,18150.0
8494,1000008493,20250211,1,,643,2819,118,FULFILLED,61200.0,12852.0,900.0,74952.0
8495,1000008494,20240723,2,4,497,1247,4,FULFILLED,76440.0,16052.4,0.0,92492.4
8496,1000008495,20250718,2,1,1406,3009,1,FULFILLED,13500.0,2835.0,0.0,16335.0
8497,1000008496,20250121,2,2,904,3108,2,REFUNDED,49224.0,10337.04,0.0,59561.04
8498,1000008497,20240621,1,,1224,2497,2372,FULFILLED,67800.0,14238.0,0.0,82038.0
8499,1000008498,20241113,2,3,163,,3,FULFILLED,13230.0,2778.3,0.0,16008.3
8500,1000008499,20241116,1,,969,1034,1570,FULFILLED,32400.0,6804.0,0.0,39204.0
8501,1000008500,20250407,1,,711,1497,2146,FULFILLED,62280.0,13078.8,900.0,76258.8
8502,1000008501,20250717,1,,933,2871,1565,PAID,42750.0,8977.5,900.0,52627.5
8503,1000008502,20241210,1,,1100,1450,2958,REFUNDED,15675.0,3291.75,1200.0,20166.75
8504,1000008503,20241108,1,,191,1883,3148,REFUNDED,21168.0,4445.28,1200.0,26813.28
8505,1000008504,20250509,2,4,956,3120,4,FULFILLED,25650.0,5386.5,0.0,31036.5
8506,1000008505,20250327,2,2,591,2086,2,FULFILLED,38760.0,8139.6,0.0,46899.6
8507,1000008506,20241018,2,1,955,2328,1,PAID,21600.0,4536.0,0.0,26136.0
8508,1000008507,20240525,1,,745,89,44,FULFILLED,48825.0,10253.25,1200.0,60278.25
8509,1000008508,20250702,1,,1141,1368,2819,FULFILLED,11760.0,2469.6,1200.0,15429.6
8510,1000008509,20250816,1,,913,884,1462,FULFILLED,11400.0,2394.0,900.0,14694.0
8511,1000008510,20250319,2,2,598,2867,2,FULFILLED,37044.0,7779.24,0.0,44823.24
8512,1000008511,20241008,1,,1313,383,2435,FULFILLED,59310.0,12455.1,900.0,72665.1
8513,1000008512,20240510,1,,1464,2031,1489,FULFILLED,11880.0,2494.8,1500.0,15874.8
8514,1000008513,20240910,1,,856,2346,1008,FULFILLED,24300.0,5103.0,1200.0,30603.0
8515,1000008514,20250225,1,,1495,682,1376,FULFILLED,27000.0,5670.0,1200.0,33870.0
8516,1000008515,20250501,1,,1080,2722,1777,FULFILLED,53520.0,11239.2,1200.0,65959.2
8517,1000008516,20250829,1,,785,190,39,FULFILLED,27000.0,5670.0,0.0,32670.0
8518,1000008517,20240227,1,,952,691,2501,FULFILLED,21600.0,4536.0,900.0,27036.0
8519,1000008518,20250703,1,,193,1286,1186,FULFILLED,34200.0,7182.0,1200.0,42582.0
8520,1000008519,20241010,1,,907,1538,2448,FULFILLED,11400.0,2394.0,1500.0,15294.0
8521,1000008520,20250119,2,2,729,2333,2,FULFILLED,40500.0,8505.0,0.0,49005.0
8522,1000008521,20250123,1,,747,168,957,CANCELLED,25200.0,5292.0,1200.0,31692.0
8523,1000008522,20240420,1,,575,1748,2300,PAID,83700.0,17577.0,900.0,102177.0
8524,1000008523,20250121,1,,766,533,317,FULFILLED,45000.0,9450.0,900.0,55350.0
8525,1000008524,20241019,2,3,408,2667,3,FULFILLED,40260.0,8454.6,0.0,48714.6
8526,1000008525,20240810,2,4,503,1064,4,FULFILLED,38550.0,8095.5,0.0,46645.5
8527,1000008526,20240601,1,,24,2772,220,FULFILLED,25800.0,5418.0,900.0,32118.0
8528,1000008527,20240810,1,,634,297,1039,FULFILLED,81000.0,17010.0,1500.0,99510.0
8529,1000008528,20241220,1,,1343,232,2244,REFUNDED,28425.0,5969.25,900.0,35294.25
8530,1000008529,20241012,2,4,380,1013,4,PAID,32400.0,6804.0,0.0,39204.0
8531,1000008530,20250704,1,,1379,1031,2733,FULFILLED,60000.0,12600.0,1500.0,74100.0
8532,1000008531,20241228,1,,560,1108,2476,FULFILLED,10800.0,2268.0,1200.0,14268.0
8533,1000008532,20240307,1,,828,,109,CANCELLED,37050.0,7780.5,0.0,44830.5
8534,1000008533,20240214,1,,1369,2754,3118,REFUNDED,12825.0,2693.25,900.0,16418.25
8535,1000008534,20250930,2,4,1408,,4,CREATED,11760.0,2469.6,0.0,14229.6
8536,1000008535,20250520,1,,1017,1113,1632,PAID,21600.0,4536.0,1200.0,27336.0
8537,1000008536,20250716,2,3,546,1821,3,CANCELLED,97122.0,20395.62,0.0,117517.62
8538,1000008537,20241130,2,4,1347,765,4,FULFILLED,30780.0,6463.8,0.0,37243.8
8539,1000008538,20240512,1,,998,406,1014,FULFILLED,56400.0,11844.0,1200.0,69444.0
8540,1000008539,20240911,1,,1489,1108,74,FULFILLED,63000.0,13230.0,900.0,77130.0
8541,1000008540,20240819,1,,19,2515,1795,FULFILLED,21600.0,4536.0,900.0,27036.0
8542,1000008541,20240601,1,,1483,311,918,FULFILLED,25650.0,5386.5,900.0,31936.5
8543,1000008542,20240308,1,,1399,965,2553,FULFILLED,35496.0,7454.16,1200.0,44150.16
8544,1000008543,20241214,1,,161,2881,959,PAID,32400.0,6804.0,900.0,40104.0
8545,1000008544,20240809,2,4,337,2838,4,FULFILLED,35640.0,7484.4,0.0,43124.4
8546,1000008545,20240403,2,2,1202,105,2,CANCELLED,42525.0,8930.25,0.0,51455.25
8547,1000008546,20250130,1,,850,2221,531,FULFILLED,12600.0,2646.0,1500.0,16746.0
8548,1000008547,20240428,1,,114,1918,3023,FULFILLED,60564.0,12718.44,900.0,74182.44
8549,1000008548,20240704,1,,1074,898,634,FULFILLED,21600.0,4536.0,0.0,26136.0
8550,1000008549,20240916,1,,1013,902,2088,CANCELLED,15000.0,3150.0,1200.0,19350.0
8551,1000008550,20240630,1,,1129,925,2637,FULFILLED,25800.0,5418.0,1200.0,32418.0
8552,1000008551,20240608,2,2,90,1490,2,FULFILLED,67260.0,14124.6,0.0,81384.6
8553,1000008552,20240525,2,4,334,3052,4,FULFILLED,51300.0,10773.0,0.0,62073.0
8554,1000008553,20250113,1,,141,2977,182,FULFILLED,22800.0,4788.0,1500.0,29088.0
8555,1000008554,20250813,2,1,386,1263,1,FULFILLED,46680.0,9802.8,0.0,56482.8
8556,1000008555,20241204,2,4,785,1960,4,FULFILLED,79590.0,16713.9,0.0,96303.9
8557,1000008556,20250426,1,,1249,1710,763,FULFILLED,58800.0,12348.0,900.0,72048.0
8558,1000008557,20250211,1,,719,1021,1300,CREATED,54780.0,11503.8,900.0,67183.8
8559,1000008558,20240205,2,4,671,2207,4,FULFILLED,10800.0,2268.0,0.0,13068.0
8560,1000008559,20250909,1,,1238,1167,186,FULFILLED,35280.0,7408.8,1200.0,43888.8
8561,1000008560,20241208,2,4,687,416,4,FULFILLED,44100.0,9261.0,0.0,53361.0
8562,1000008561,20240605,2,4,1421,2417,4,FULFILLED,36000.0,7560.0,0.0,43560.0
8563,1000008562,20250905,1,,420,3061,3079,PAID,30000.0,6300.0,0.0,36300.0
8564,1000008563,20250720,1,,578,3013,2245,FULFILLED,11400.0,2394.0,1500.0,15294.0
8565,1000008564,20240511,1,,1156,1774,1821,FULFILLED,29400.0,6174.0,900.0,36474.0
8566,1000008565,20250705,1,,779,3201,3017,FULFILLED,29160.0,6123.6,1200.0,36483.6
8567,1000008566,20240928,2,2,838,435,2,FULFILLED,84795.0,17806.95,0.0,102601.95
8568,1000008567,20240727,2,1,1124,1744,1,PAID,15000.0,3150.0,0.0,18150.0
8569,1000008568,20240117,2,4,1062,647,4,FULFILLED,30000.0,6300.0,0.0,36300.0
8570,1000008569,20250218,2,3,185,1184,3,FULFILLED,13500.0,2835.0,0.0,16335.0
8571,1000008570,20240418,1,,1248,2126,782,FULFILLED,58590.0,12303.9,900.0,71793.9
8572,1000008571,20240615,2,1,584,310,1,FULFILLED,40500.0,8505.0,0.0,49005.0
8573,1000008572,20250401,2,1,1313,3148,1,FULFILLED,57270.0,12026.7,0.0,69296.7
8574,1000008573,20250520,1,,162,190,297,PAID,11760.0,2469.6,1200.0,15429.6
8575,1000008574,20240426,1,,157,251,2381,FULFILLED,26820.0,5632.2,1200.0,33652.2
8576,1000008575,20250927,2,4,580,2545,4,FULFILLED,11400.0,2394.0,0.0,13794.0
8577,1000008576,20240721,2,4,1044,1478,4,FULFILLED,45360.0,9525.6,0.0,54885.6
8578,1000008577,20250609,1,,1382,3052,1965,PAID,15000.0,3150.0,900.0,19050.0
8579,1000008578,20241214,1,,1128,3068,1689,FULFILLED,15000.0,3150.0,900.0,19050.0
8580,1000008579,20241220,2,1,320,2119,1,CANCELLED,22800.0,4788.0,0.0,27588.0
8581,1000008580,20250515,1,,1099,2765,561,FULFILLED,57000.0,11970.0,1200.0,70170.0
8582,1000008581,20250426,1,,798,1356,345,PAID,11340.0,2381.4,0.0,13721.4
8583,1000008582,20240107,2,1,1336,632,1,FULFILLED,43968.0,9233.28,0.0,53201.28
8584,1000008583,20240615,1,,374,2847,918,FULFILLED,23760.0,4989.6,1500.0,30249.6
8585,1000008584,20240106,1,,1456,2988,90,CANCELLED,36000.0,7560.0,900.0,44460.0
8586,1000008585,20240524,1,,1048,,1298,CANCELLED,25200.0,5292.0,900.0,31392.0
8587,1000008586,20240613,1,,244,1258,796,FULFILLED,27000.0,5670.0,1200.0,33870.0
8588,1000008587,20240106,1,,112,3040,1414,FULFILLED,42750.0,8977.5,1500.0,53227.5
8589,1000008588,20240102,1,,574,2772,1923,FULFILLED,71850.0,15088.5,900.0,87838.5
8590,1000008589,20250515,1,,22,1291,2595,FULFILLED,11400.0,2394.0,900.0,14694.0
8591,1000008590,20240116,1,,313,,1898,FULFILLED,28500.0,5985.0,900.0,35385.0
8592,1000008591,20241124,1,,238,2008,2672,PAID,23520.0,4939.2,0.0,28459.2
8593,1000008592,20250116,2,2,1080,1139,2,FULFILLED,29400.0,6174.0,0.0,35574.0
8594,1000008593,20250602,1,,116,,697,FULFILLED,45000.0,9450.0,1500.0,55950.0
8595,1000008594,20250314,1,,838,20,2192,CANCELLED,89100.0,18711.0,1200.0,109011.0
8596,1000008595,20250929,1,,653,136,3119,CANCELLED,11400.0,2394.0,1200.0,14994.0
8597,1000008596,20250117,1,,110,,2567,PAID,42525.0,8930.25,900.0,52355.25
8598,1000008597,20240725,1,,722,911,2097,FULFILLED,37800.0,7938.0,1200.0,46938.0
8599,1000008598,20250406,1,,1305,2542,1598,FULFILLED,42000.0,8820.0,900.0,51720.0
8600,1000008599,20250803,1,,153,851,3065,FULFILLED,14700.0,3087.0,1200.0,18987.0
8601,1000008600,20241112,2,4,259,,4,PAID,93600.0,19656.0,0.0,113256.0
8602,1000008601,20250424,1,,219,1567,764,CANCELLED,34020.0,7144.2,900.0,42064.2
8603,1000008602,20250701,1,,1436,542,60,PAID,42750.0,8977.5,900.0,52627.5
8604,1000008603,20250704,1,,112,278,1261,FULFILLED,23520.0,4939.2,1200.0,29659.2
8605,1000008604,20250703,2,2,1182,837,2,FULFILLED,13500.0,2835.0,0.0,16335.0
8606,1000008605,20250817,1,,97,3128,1618,FULFILLED,11340.0,2381.4,1200.0,14921.4
8607,1000008606,20250413,1,,1200,1245,1098,FULFILLED,51000.0,10710.0,1500.0,63210.0
8608,1000008607,20250407,2,4,61,2277,4,FULFILLED,43500.0,9135.0,0.0,52635.0
8609,1000008608,20250817,2,4,1387,2614,4,FULFILLED,35340.0,7421.4,0.0,42761.4
8610,1000008609,20250515,1,,1082,,1090,FULFILLED,47250.0,9922.5,1200.0,58372.5
8611,1000008610,20240728,2,1,385,2333,1,FULFILLED,43110.0,9053.1,0.0,52163.1
8612,1000008611,20250415,1,,243,1991,363,FULFILLED,72252.0,15172.92,1200.0,88624.92
8613,1000008612,20240108,2,1,584,1011,1,FULFILLED,13500.0,2835.0,0.0,16335.0
8614,1000008613,20240201,1,,392,1471,1224,FULFILLED,14700.0,3087.0,1200.0,18987.0
8615,1000008614,20240301,1,,295,1619,1343,FULFILLED,36450.0,7654.5,0.0,44104.5
8616,1000008615,20240503,1,,1313,1820,3078,FULFILLED,34200.0,7182.0,1500.0,42882.0
8617,1000008616,20250221,2,2,684,1117,2,FULFILLED,42750.0,8977.5,0.0,51727.5
8618,1000008617,20240319,1,,681,2864,73,FULFILLED,10584.0,2222.64,1200.0,14006.64
8619,1000008618,20250529,2,3,660,370,3,FULFILLED,45000.0,9450.0,0.0,54450.0
8620,1000008619,20250421,1,,657,2585,410,FULFILLED,10584.0,2222.64,1200.0,14006.64
8621,1000008620,20240211,1,,926,871,543,FULFILLED,12000.0,2520.0,1200.0,15720.0
8622,1000008621,20250618,1,,15,2777,495,FULFILLED,36000.0,7560.0,1200.0,44760.0
